,names,forms,pulici_ryha,lekova_forma,barva,tvar,konvexita,velikost,imprint
477,"Rosuvastatin Krka 5 mg potahované tablety
Rosuvastatin Krka 10 mg potahované tablety
Rosuvastatin Krka 15 mg potahované tablety
Rosuvastatin Krka 20 mg potahované tablety
Rosuvastatin Krka 30 mg potahované tablety
Rosuvastatin Krka 40 mg potahované tablety","Potahovaná tableta.
5 mg: Bílé, kulaté (průměr 7 mm), mírně bikonvexní potahované tablety se zkosenými hranami
a s vyraženým číslem 5 na jedné straně.
10 mg: Bílé, kulaté (průměr 7,5 mm), mírně bikonvexní potahované tablety se zkosenými hranami
a s vyraženým číslem 10 na jedné straně.
15 mg: Bílé, kulaté (průměr 9 mm), mírně bikonvexní potahované tablety se zkosenými hranami
a s vyraženým číslem 15 na jedné straně.
20 mg: Bílé, kulaté (průměr 10 mm) potahované tablety se zkosenými hranami.
30 mg: Bílé, bikonvexní potahované tablety tvaru tobolek s půlicími rýhami na obou stranách
(rozměry 15 mm x 8 mm). Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv
její rozdělení na stejné dávky.
40 mg: Bílé, bikonvexní potahované tablety tvaru tobolek (rozměry 16 mm x 8,5 mm).",False,potahovaná tableta,"bílé, bílé, bílé, bílé, bílé, bílé",kulaté,bikonvexní,"['7 mm', '7,5 mm', '9 mm', '10 mm', '15 mm', '8 mm', '16 mm', '8,5 mm']",
478,"Reasec 2,5 mg/0,025 mg tablety","Tableta.
Téměř bílé kulaté tablety se zkosenými stranami, z jedné strany vyryto „REASEC“, z druhé strany půlicí
rýha.",True,tableta,bílé,kulaté,,,„REASEC“
479,"Micardis 20 mg tablety
Micardis 40 mg tablety
Micardis 80 mg tablety","Tableta
Micardis 20 mg tablety
Bílé kulaté tablety 2,5 mm s vyrytým označením 50H na jedné straně a logem firmy na straně druhé.
Micardis 40 mg tablety
Bílé tablety 3,8 mm protáhlého tvaru s vyrytým označením 51H na jedné straně a logem firmy na
straně druhé.
Micardis 80 mg tablety
Bílé tablety 4,6 mm protáhlého tvaru s vyrytým označením 52H na jedné straně a logem firmy na
straně druhé.",False,tableta,"bílé, bílé, bílé",kulaté,,"['2,5 mm', '3,8 mm', '4,6 mm']",
480,Humulin N 100 IU/ml injekční suspenze,"Injekční suspenze v injekční lahvičce.
Humulin N je sterilní suspenze bílého, krystalického precipitátu humánního isofan inzulinu
v izotonickém fosfátovém pufru.",False,injekční suspenze v injekční lahvičce,bílého,,,,
481,Ardeaelytosol RL 1/1 infuzní roztok,"Infuzní roztok
Popis přípravku: čirý, bezbarvý roztok",False,infuzní roztok,bezbarvý,roztok,roztok,,
482,"Lactulose AL sirup
66,7 g / 100 ml","Sirup
Popis: čirý až mírně opalizující viskózní bezbarvý až žlutý nebo hnědožlutý sirup, může obsahovat
krystalky, které se po zahřátí rozpustí.",False,sirup,"bezbarvý, žlutý, hnědožlutý",,,,
483,"Digoxin Léčiva 0,250 mg tablety","Tableta.
Popis přípravku: Bílé až téměř bílé ploché tablety s půlicí rýhou na jedné straně o průměru 7 mm.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",ploché,,['7 mm'],
484,"Agapurin SR 400
400 mg
tablety s prodlouženým uvolňováním","Tablety s prodlouženým uvolňováním
Popis přípravku: bílé, kulaté, bikonvexní potahované tablety",False,tablety s prodlouženým uvolňováním,bílé,kulaté,bikonvexní,,
485,Xenical 120 mg tvrdé tobolky,"Tvrdá tobolka
Víčko i tělo tobolky je tyrkysové barvy s potiskem „XENICAL 120“.",False,tvrdá tobolka,,tobolka,tobolka,,„XENICAL 120“
486,Kengrexal 50 mg prášek pro koncentrát pro injekční/infuzní roztok,"Prášek pro koncentrát pro injekční/infuzní roztok.
Bílý až téměř bílý lyofilizovaný prášek.",False,prášek pro koncentrát pro injekční/infuzní roztok,"bílý, bílý",roztok.,roztok.,,
487,"Glyclada 60 mg
tablety s řízeným uvolňováním","Tableta s řízeným uvolňováním
Bílé až téměř bílé oválné bikonvexní tablety dlouhé 13 mm a široké 3,5 mm – 4,9 mm, s půlicí rýhou
na obou stranách. Tabletu lze rozdělit na stejné dávky.",True,tableta s řízeným uvolňováním,"bílé, bílé",oválné,bikonvexní,"['13 mm', '3,5 mm', '4,9 mm']",
488,"Implicor 25 mg/5 mg potahované tablety
Implicor 50 mg/5 mg potahované tablety
Implicor 25 mg/7,5 mg potahované tablety
Implicor 50 mg/7,5 mg potahované tablety","Potahovaná tableta.
Bílá, kulatá potahovaná tableta (25/5 mg) o průměru 7,3 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, kulatá potahovaná tableta (50/5 mg) o průměru 8,5 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, podlouhlá potahovaná tableta (25/7,5 mg) o délce 9,3 mm a šířce 5,8 mm, na jedné straně
vyraženo a na druhé straně vyraženo.
Bílá, podlouhlá potahovaná tableta (50/7,5 mg) o délce 10,8 mm a šířce 6,7 mm, na jedné straně
vyraženo a na druhé straně vyraženo.",False,potahovaná tableta,"bílá, bílá, bílá, bílá",kulatá,,"['7,3 mm', '8,5 mm', '9,3 mm', '5,8 mm', '10,8 mm', '6,7 mm']",
489,"Zahron Combi 10 mg/5 mg tvrdé tobolky
Zahron Combi 10 mg/10 mg tvrdé tobolky
Zahron Combi 20 mg/5 mg tvrdé tobolky
Zahron Combi 20 mg/10 mg tvrdé tobolky","tvrdá tobolka.
10 mg/5 mg: tvrdé želatinové tobolky velikosti 1 s bílým neprůhledným tělem s červeným potiskem „Aml 5 mg“ a
s bílým neprůhledným víčkem se zeleným potiskem „Rsv 10 mg“.
10 mg/10 mg: tvrdé želatinové tobolky velikosti 00 s bílým neprůhledným tělem s červeným potiskem „Aml 10
mg“ a červenou linkou a s bílým neprůhledným víčkem se zeleným potiskem „Rsv 10 mg“.
20 mg/5 mg: tvrdá želatinová tobolka velikosti 00 s bílým neprůhledným tělem s červeným potiskem „Aml 5 mg“ a
s bílým neprůhledným víčkem se zeleným potiskem „Rsv 20 mg“ a zelenou linkou.
20 mg/10 mg: tvrdá želatinová tobolka velikosti 00 s bílým neprůhledným tělem s červeným potiskem „Aml 10 m“
a červenou linkou a s bílým neprůhledným víčkem se zeleným potiskem „Rsv 20 mg“ a zelenou linkou.",False,tvrdá tobolka,"bílým, červeným, bílým, zeleným, bílým, červeným, červenou, bílým, zeleným, bílým, červeným, bílým, zeleným, zelenou, bílým, červeným, červenou, bílým, zeleným, zelenou",tobolka.,tobolka.,,"„Aml 5 mg“, „Rsv 10 mg“, „Aml 10
mg“, „Rsv 10 mg“, „Aml 5 mg“, „Rsv 20 mg“, „Aml 10 m“, „Rsv 20 mg“"
490,Vitamin C Injektopas 150 mg/ml koncentrát pro infuzní roztok,"Koncentrát pro infuzní roztok.
Popis přípravku: čirý světle žlutý roztok
pH 6,2-7,0
osmolalita 150-170 mosmol/kg",False,koncentrát pro infuzní roztok,žlutý,roztok.,roztok.,,
491,"Ardeaelytosol conc. natriumchlorid 5,85%
Ardeaelytosol conc. natriumchlorid 10%
Koncentrát pro infuzní roztok","Koncentrát pro infuzní roztok
Popis přípravku: čirý, bezbarvý roztok",False,koncentrát pro infuzní roztok,bezbarvý,roztok,roztok,,
492,Kalium-L-malat Fresenius 1 Molar koncentrát pro infuzní roztok,"Koncentrát pro infuzní roztok.
Čirý, bezbarvý roztok.",False,koncentrát pro infuzní roztok,bezbarvý,roztok.,roztok.,,
493,"Dianeal PD4 Glucose 3,86 % w/v / 38,6 mg/ml
Roztok pro peritoneální dialýzu","Roztok pro peritoneální dialýzu.
Popis přípravku: čirý, lehce nažloutlý roztok",False,roztok pro peritoneální dialýzu,nažloutlý,roztok,roztok,,
494,Itoprid PMCS 50 mg potahované tablety,"Potahovaná tableta
Bílé až téměř bílé kulaté bikonvexní potahované tablety, s půlicí rýhou, o průměru 7 mm.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné
dávky.",True,potahovaná tableta,"bílé, bílé",kulaté,bikonvexní,['7 mm'],
495,"Legalon 70
tvrdé tobolky","Tvrdá tobolka
Hnědé, tvrdé želatinové tobolky obsahující žlutý prášek.",False,tvrdá tobolka,"hnědé, žlutý",tobolka,tobolka,,
496,Benelyte infuzní roztok,"Infuzní roztok.
Čirý, bezbarvý až slabě nažloutlý vodný roztok.
pH: 5,3 – 5,7
Teoretická osmolarita: 351 mosmol/l
Titrační kyselost: od pH 7,4  5 mmol/l
Energetický obsah: 168 kJ/l (40 kcal/l)
Obsah sacharidů: 10 g/l",False,infuzní roztok,"bezbarvý, nažloutlý",roztok.,roztok.,['5 mm'],
497,"LACIDOFIL, 2  109 CFU tvrdé tobolky","Tvrdá tobolka.
Průhledná želatinová tobolka velikosti 2, obsahující bílý prášek.",False,tvrdá tobolka,bílý,tobolka.,tobolka.,,
498,"Hemlibra 30 mg/ml injekční roztok
Hemlibra 150 mg/ml injekční roztok","Injekční roztok.
Bezbarvý až nažloutlý roztok.",False,injekční roztok,"bezbarvý, nažloutlý",roztok.,roztok.,,
499,"Perindopril Mylan 4 mg tablety
Perindopril Mylan 8 mg tablety","Tableta.
Perindopril Mylan 4 mg: Zelené skvrnité podlouhlé tablety s bočním zářezem, s vyraženým označením
""PT4"" na jedné straně tablety a ""M"" na druhé straně. Tabletu lze rozdělit na stejné dávky.
Perindopril Mylan 8 mg: Zelené skvrnité, kulaté tablety, s vyraženým označením""PT8"" na jedné straně
tablety a ""M"" na druhé straně.",False,tableta,"zelené, zelené",podlouhlé,,,"""PT4"", ""M"", ""PT8"", ""M"""
500,"Metformin Mylan 500 mg potahované tablety
Metformin Mylan 850 mg potahované tablety
Metformin Mylan 1000 mg potahované tablety","Potahovaná tableta
Metformin Mylan 500 mg:
Bílé, kulaté, běžně konvexní, neoznačené potahované tablety. Průměr tablety přibližně 12,0 mm.
Metformin Mylan 850 mg:
Bílé, kulaté, běžně konvexní, neoznačené potahované tablety. Průměr tablety přibližně 13,50 mm.
Metformin Mylan 1000 mg:
Bílé, oválné, potahované tablety s vyraženým značením „MF“ a 3 po stranách půlicí rýhy na jedné
straně a značením “G“ na druhé straně. Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,"bílé, bílé, bílé",kulaté,konvexní,"['12,0 mm', '13,50 mm']",„MF“
501,"Implicor 25 mg/5 mg potahované tablety
Implicor 50 mg/5 mg potahované tablety
Implicor 25 mg/7,5 mg potahované tablety
Implicor 50 mg/7,5 mg potahované tablety","Potahovaná tableta.
Bílá, kulatá potahovaná tableta (25/5 mg) o průměru 7,3 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, kulatá potahovaná tableta (50/5 mg) o průměru 8,5 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, podlouhlá potahovaná tableta (25/7,5 mg) o délce 9,3 mm a šířce 5,8 mm, na jedné straně
vyraženo a na druhé straně vyraženo.
Bílá, podlouhlá potahovaná tableta (50/7,5 mg) o délce 10,8 mm a šířce 6,7 mm, na jedné straně
vyraženo a na druhé straně vyraženo.",False,potahovaná tableta,"bílá, bílá, bílá, bílá",kulatá,,"['7,3 mm', '8,5 mm', '9,3 mm', '5,8 mm', '10,8 mm', '6,7 mm']",
502,"Arixtra 1,5 mg/0,3 ml injekční roztok, předplněná injekční stříkačka","Injekční roztok.
Roztok je čirá a bezbarvá kapalina.",False,injekční roztok,bezbarvá,roztok.,roztok.,,
503,"Losartan Krka 50 mg
Losartan Krka 100 mg
potahované tablety","Potahovaná tableta
Losartan Krka 50 mg: bílé, kulaté (průměr: 7,9 - 8,2 mm), mírně bikonvexní potahované tablety
s půlicí rýhou se zkosenými hranami. Půlicí rýha není určena k rozlomení tablety.
Losartan Krka 100 mg: bílé, oválné (rozměry: 15 mm x 8 mm), mírně bikonvexní potahované tablety.",True,potahovaná tableta,"bílé, bílé",kulaté,bikonvexní,"['8,2 mm', '15 mm', '8 mm']",
504,"Vitamin E 100-Zentiva
Vitamin E 200-Zentiva
Vitamin E 400-Zentiva
měkké tobolky","Měkká tobolka
Vitamin E 100-Zentiva: červené měkké oválné želatinové tobolky, uvnitř 107,5 mg světležlutého oleje.
Vitamin E 200-Zentiva: červené měkké oválné želatinové tobolky, uvnitř 215 mg světležlutého oleje.
Vitamin E 400-Zentiva: červené měkké oválné želatinové tobolky, uvnitř 430 mg světležlutého oleje.",False,měkká tobolka,"červené, žlutého, červené, žlutého, červené, žlutého",tobolka,tobolka,,
505,Hemosol B0 roztok pro hemodialýzu/hemofiltraci,"Roztok pro hemodialýzu/hemofiltraci.
Čirý a bezbarvý rekonstituovaný roztok.
Teoretická osmolarita:287 mosmol/l",False,roztok pro hemodialýzu/hemofiltraci,bezbarvý,roztok,roztok,,
506,"Amprilan H 2,5 mg/12,5 mg tablety
Amprilan H 5 mg/25 mg tablety","Tableta.
Amprilan H 2,5 mg/12,5 mg, tablety: bílé až téměř bílé podlouhlé, nepotahované ploché tablety
s půlící rýhou na jedné straně a označením „12,5“ na druhé straně. Půlicí rýha má pouze usnadnit
dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Amprilan H 5 mg/25 mg, tablety: bílé až téměř bílé podlouhlé, nepotahované ploché tablety s půlící
rýhou na jedné straně a označením „25“ na druhé straně. Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé, bílé, bílé",podlouhlé,,,"„12,5“, „25“"
507,"Aethoxysklerol 0,5 % injekční roztok
Aethoxysklerol 1 % injekční roztok
Aethoxysklerol 2 % injekční roztok
Aethoxysklerol 3 % injekční roztok","Injekční roztok
Popis: čirý, bezbarvý až žlutozelený roztok, neobsahující cizí částice",False,injekční roztok,"bezbarvý, žlutozelený",roztok,roztok,,
508,"Belozyme 3 mg/ml orální sprej, roztok","Orální sprej, roztok
Čirý až slabě opalizující, bezbarvý roztok s vůní máty.
pH roztoku je 5,0 – 7,0.",False,"orální sprej, roztok",bezbarvý,roztok,roztok,,
509,"Dilceren pro infusione
0,2 mg/ml
infuzní roztok","infuzní roztok
Popis: čirá, slabě žlutě zbarvená tekutina ethanolického zápachu, citlivá na světlo.",False,infuzní roztok,žlutě,roztok,roztok,,
510,"Digoxin Léčiva 0,125 mg tablety","Tableta.
Popis přípravku: Bílé až téměř bílé kulaté ploché tablety bez půlicí rýhy.",True,tableta,"bílé, bílé",kulaté,,,
511,"Concor 5 mg potahované tablety
Concor 10 mg potahované tablety","Potahovaná tableta.
Vzhled:
Concor 5 mg: žlutavě bílé, potahované tablety srdcovitého tvaru s půlicí rýhou na obou stranách
Concor 10 mg: bledě oranžové až světle oranžové, potahované tablety srdcovitého tvaru s půlicí rýhou
na obou stranách
Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,"žlutavě, bílé, oranžové, oranžové",,,,
512,"Alpha D3 0,25 mikrogramu měkké tobolky
Alpha D3 1 mikrogram měkké tobolky","Měkká tobolka.
Alpha D3 0,25g: oválné měkké želatinové tobolky hnědočervené barvy s vytištěnou hodnotou
„0,25“ černým inkoustem, uvnitř čirý, světle žlutý olejový roztok.
Alpha D3 1g: oválné měkké želatinové tobolky béžové barvy s vytištěnou hodnotou „1,0“
černým inkoustem, uvnitř čirý, světle žlutý olejový roztok.",False,měkká tobolka,"hnědočervené, černým, žlutý, béžové, černým, žlutý",tobolka.,tobolka.,,"„0,25“, „1,0“"
513,Milgamma N injekční roztok,"Injekční roztok.
Popis přípravku: čirý, červený roztok, prakticky prostý částic.",False,injekční roztok,červený,roztok.,roztok.,,
514,SMECTA 3 g prášek pro perorální suspenzi,"prášek pro perorální suspenzi
Popis: šedobílý až okrový jemný prášek s vůní vanilky",False,prášek pro perorální suspenzi,bílý,,,,
515,Ercefuryl 200 mg tvrdé tobolky,"Tvrdá tobolka
Popis přípravku: tvrdá, želatinová tobolka žluté barvy obsahující žlutý prášek",False,tvrdá tobolka,"žluté, žlutý",tobolka,tobolka,,
516,Lipoplus 20% infuzní emulze,"Infuzní emulze
Mléčně bílá emulze oleje ve vodě
Energie7990 kJ/l ≙ 1910 kcal/l
Osmolalitapřibližně 410 mosmol/kg
Acidita nebo alkalita (titrace do pH 7,4)méně než 0,5 mmol NaOH/l nebo HCl/l
pH6,0 - 8,5",False,infuzní emulze,bílá,,,"['0,5 mm']",
517,"DuoPlavin 75 mg/75 mg potahované tablety
DuoPlavin 75 mg/100 mg potahované tablety","DuoPlavin 75 mg/75 mg potahované tablety
Potahovaná tableta (tableta).
Žluté, oválné, mírně bikonvexní tablety s vyraženým kódem „C75“ na jedné straně a „A75“ na druhé
straně.
DuoPlavin 75 mg/100 mg potahované tablety
Narůžovělé, oválné, mírně bikonvexní tablety s vyraženým kódem „C75“ na jedné straně a „A100“ na
druhé straně.",False,duoplavin 75 mg/75 mg potahované tablety,"žluté, růžovělé",oválné,bikonvexní,,"„C75“, „A75“, „C75“, „A100“"
518,"Cardiket retard 20 mg tablety s prodlouženým uvolňováním
Cardiket retard 40 mg tablety s prodlouženým uvolňováním
Cardiket retard 120 mg tvrdé tobolky s prodlouženým uvolňováním","Cardiket retard 20 mg, 40 mg: tableta s prodlouženým uvolňováním.
Cardiket retard 120 mg: tvrdá tobolka s prodlouženým uvolňováním.
Popis přípravku:
Cardiket retard 20 mg: bílé tablety, z jedné strany ploché s rýhou a označením ""IR"" a ""20"", z druhé
strany vypouklé, s označením ""Schwarz Pharma"". Půlicí rýha není určena k rozlomení tablety.
Cardiket retard 40 mg: bílé tablety, z jedné strany ploché s rýhou a označením ""IR"" a ""40"", z druhé
strany vypouklé, s označením ""Schwarz Pharma"". Půlicí rýha není určena k rozlomení tablety.
Cardiket retard 120 mg: tvrdé neprůhledné želatinové tobolky karamelové barvy obsahující bílé až
béžové pelety potažené retardující vrstvou.",False,"cardiket retard 20 mg, 40 mg: tableta s prodlouženým uvolňováním","bílé, bílé, bílé, béžové",tobolka,tobolka,,"""IR"", ""20"", ""Schwarz Pharma"", ""IR"", ""40"", ""Schwarz Pharma"""
519,Albutein 50 g/l infuzní roztok,"Infuzní roztok
Čirá, mírně viskózní tekutina; téměř bezbarvá, žlutá, jantarová nebo zelená.",False,infuzní roztok,"bezbarvá, žlutá, zelená.",roztok,roztok,,
